	Question	Anatomy	Cause	Complication	Diagnosis	Information	Management	Manifestation	OtherEffect	PersonOrg	Prognosis	Susceptibility	Other	NotDisease
445	My sister passed away several years ago from complications of Gaucher disease.  She was petite in build and darker skinned than any of her siblings who had much lighter complexions and stockier builds.  Would these differences have been due to Gaucher disease?	0	0	0	0	0	0	0	1	0	0	0	0	0
446	My sister recently passed away from Waterhouse–Friderichsen syndrome. Can you help me find information about this condition?	0	0	0	0	1	0	0	0	0	0	0	0	0
447	My sister's daughter (my niece) recently had a baby and he was diagnosed with medium-chain acyl-coenzyme A dehydrogenase (MCAD) deficiency. If this condition is traced back to my sister, is it important for me and/or my children (ages 8 and 11) to be tested?	0	0	0	0	0	0	0	0	0	0	1	0	0
448	My sister's son has been diagnosed with juvenile retinoschisis, and she has been told she is a carrier.  What is the risk that I am a carrier and that my son has this condition?	0	0	0	0	0	0	0	0	0	0	1	0	0
449	My sister was recently diagnosed with Horner syndrome. Last year I was diagnosed with cluster headaches. Are these two condition related?	0	0	0	0	0	0	0	1	0	0	0	0	0
450	My son, 9 years old, has been diagnosed with this condition and I am looking for general information on incidence, prognosis and treatment. Thank you.	0	0	0	0	0	1	0	0	0	1	1	0	0
451	My son and daughter-in-law recently lost a baby boy to ornithine transcarbamylase (OTC) deficiency. My daughter-in-law has been identified as a carrier. Is it possible for carrier females to have a healthy baby?	0	0	0	0	0	0	0	0	0	0	1	0	0
452	My son developed dark spots when he was one and half years old. Lichen planus pigmentosa was confimed by biopsy. I am not treating his condition with medication. Is it possible for him to overcome this condition by himself? How long will it take?	0	0	0	0	0	1	0	0	0	1	0	0	0
453	My son had limb body-wall complex. I gave birth over 2.5 years ago.There is not a lot of information on the condition. Could you please send me some information?	0	0	0	0	1	0	0	0	0	0	0	0	0
454	My son has 22q11.2 deletion syndrome (velocardiofacial syndrome) and was recently diagnosed with thyroid problems. He was treated with calcium. Why? Since he started his calcium he has been having seizures that seem to be triggered by intense emotion. Why? Does his condition affect his central nervous system? How can we treat his seizures? Now that he has seizures could he be classified as having a condition other than 22q11.2 syndrome, such as hypoparathyroidism retardation dysmorpha syndrome? What is this syndrome?	0	0	0	1	1	1	0	1	0	0	0	0	0
455	My son has achondroplasia. He can sit up without support, but he does not walk, talk, or interact much with his surrounding environment. I have seen many specialists in my country. I am worried about his delays. Most doctors have recommended that I watch and wait. I would like to learn more about langauge and motor development in children with achondroplasia. How are infants and children with achondroplasia treated?	0	0	0	0	0	1	0	1	0	0	0	0	0
456	My son has amelogenesis imperfecta. Our insurance company has requested proof that this is a medical condition. Can you provide me with information on this topic?	0	0	0	0	1	0	0	0	0	0	0	0	0
457	My son has been diagnosed with a desmoplastic infantile ganglioma?  Could you tell me more about this tumor.	0	0	0	0	1	0	0	0	0	0	0	0	0
458	My son has been diagnosed with Adie syndrome. Can this condition be cured? How might it be treated?	0	0	0	0	0	1	0	0	0	0	0	0	0
459	My son has been diagnosed with Freiberg's disease. Is this condition easy to diagnose? Can an individual with this condition continue to play sports and participate in physical activities? How is it treated?	0	0	0	1	0	1	0	0	0	1	0	0	0
460	My son has been diagnosed with GM1 gangliosidosis. Please tell me more about this condition.	0	0	0	0	1	0	0	0	0	0	0	0	0
461	My son has been diagnosed with GSD type 3 based on liver biopsy. Is there another test to confirm this diagnosis? Are there any treatments available?	0	0	0	1	0	1	0	0	0	0	0	0	0
462	My son has been diagnosed with Jarcho-Levin syndrome. How can I ensure a long, healthy life for him?	0	0	0	0	0	1	0	0	0	0	0	0	0
463	My son has been diagnosed with MECP2 duplication syndrome. What are the symptoms of this condition? Is there treatment? What is the prognosis for individuals with this condition?	0	0	0	0	0	1	1	0	0	1	0	0	0
464	My son has been diagnosed with phacomatosis pigmentovascularis. Can you provide me with further information on this condition?	0	0	0	0	1	0	0	0	0	0	0	0	0
465	My son has been diagnosed with this. He has failure to thrive. Are people with this disorder smaller and below their expected percentile?	0	0	0	0	0	0	0	1	0	0	0	0	0
466	My son has been diagnosed with Wolff Parkinson White syndrome. Should other members of my family be tested for this condition?	0	0	0	0	0	0	0	0	0	0	1	0	0
467	My son has been diagnose with acute pancreatitis. Please help me find more information, treatment, and medication.	0	0	0	0	1	1	0	0	0	0	0	0	0
468	My son has been found to carry a single familial Mediterranean fever (FMF) gene mutation. Could he still have FMF?	0	0	0	0	0	0	0	0	0	0	1	0	0
469	My son has frequent ketosis and occasional ketoacidosis. He has a diagnosis of ketotic hypoglycemia, but seems to have a lot of non-fasting ketotic vomiting episodes. I believe that he may have SCOT deficiency. Would SCOT deficiency cause abnormal amino acid, organic acid or carnitine results? If not, what type of lab work would support a diagnosis of this deficiency? How is the diagnosis of SCOT deficiency confirmed? What kind of lab results would you expect from a patient with SCOT deficiency while they are in crisis? How common is SCOT deficiency? How can I find a doctor or clinic that is familiar with this deficiency?	0	0	0	1	0	0	0	1	1	0	1	0	0
470	My son has hypophosphatemic rickets and frequently develops abscesses in his mouth. Our doctor believes this is due to the weakened bones caused by this condition. Can you give me more information on this?	0	0	0	0	0	0	0	1	0	0	0	0	0
471	My son has Kartagener syndrome and is having several medical problems. I need to know as much as possible about this condition.	0	0	0	0	1	0	0	0	0	0	0	0	0
472	My son has Klinefelter syndrome. I am aware that he may need testosterone replacement therapy (TRT) when he reaches puberty. For how long is TRT usually done?	0	0	0	0	0	1	0	0	0	0	0	0	0
473	My son has Marshall syndrome.  Years ago, they stated that life expectency was late teens to early twenties, but now I can't seem to find any such information.  Could you possibly clarify this?	0	0	0	0	0	0	0	0	0	1	0	0	0
474	My son has MPS IIIB, and I would like to know if there is any current research or clinical trials for this condition. This seems to be a rare disease that is also ‘rare’ in research and so it has been very difficult to obtain any treatment for my son. Are you able to help?	0	0	0	0	1	1	0	0	0	0	0	0	0
475	My son has nephrocalcinosis. Could you please tell me about it? Is it genetic? How might it be treated?	0	0	0	0	1	1	0	0	0	0	1	0	0
476	My son has NKH and is my first born child. What is the chance my next child will have NKH if he has a different father?	0	0	0	0	0	0	0	0	0	0	1	0	0
477	My son has suffered meconium aspiration syndrome. What causes this condition?	0	1	0	0	0	0	0	0	0	0	0	0	0
478	My son has Tourette syndrome and in my country, Peru, there is little information about treatment. Could you please provide some information?	0	0	0	0	0	1	0	0	0	0	0	0	0
479	My son has type 1 plasminogen deficiency and currently has been diagnosed with ligneous conjunctivitis. Please provide any and all information that you have with respect to this disease.	0	0	0	0	1	0	0	0	0	0	0	0	0
480	My son has what the doctor is calling fibromas on his legs that have been growing for about 2 years. Both legs have huge tumors on them and growing all the time. My son has been diagnosed with neurofibromatosis.  My understanding is that there is no cure?	0	0	0	0	0	1	0	0	0	0	0	0	0
481	My son is 18 days old and has been diagnosed with tyrosinemia type 1. Is there any hope of curing my son's illness?	0	0	0	0	0	1	0	0	0	0	0	0	0
482	My son is 5 years old and has triple A syndrome. He has Addison's and alacrima, and we want to know if it is likely he will develop achalasia. What are the neurological effects of triple A syndrome and when could they affect him?	0	0	0	0	0	0	0	1	0	0	0	0	0
483	My son may have carnitine-acylcarnitine translocase deficiency. Can you provide me with information about this condition?	0	0	0	0	1	0	0	0	0	0	0	0	0
484	My son presented with a sudden onset of partial complex seizures and a friend provided us with information about neurocysticercosis. My son has not yet been tested, but I would like to know if this disease has an affect on a person's appetite or weight?	0	0	0	0	0	0	0	1	0	0	0	0	0
485	My son suffers from recurrent aphthous stomatitis or Sutton disease 2. It took us 20 months to be given this diagnosis. I searched for diagnosis on the web site but did not find any information. Is there any information about Sutton disease 2 that I am somehow missing I am trying to become educated about his disease.	0	0	0	0	1	0	0	0	0	0	0	0	0
486	My son suffers from Rubinstein-Taybi syndrome. Over the past year he has developed tremors affecting both upper extremities.  I am wondering if there is a known cause associated with the disorder.  My research seems to indicate there may be but I cannot find anything definitive.	0	1	0	0	0	0	0	0	0	0	0	0	0
487	My son was born with aplasia cutis congenita. He is now one year old and the spot on his head is about 4 inches long and 1/2 inch wide. As his head grows, the lesion continues to get bigger. His dermatologist has prescribed a skin cream to keep it moist, but my son continues to scratch it open daily. My son's doctor says that there is nothing that can be done until he is a teenager when a portion of the membrane can be removed and his scalp can be stitched together. I can't see waiting that long without a better recommendation. What treatment options are available?	0	0	0	0	0	1	0	0	0	0	0	0	0
488	My son was born with a vascular lesion in the right groin area.  A biopsy of the lesion suggested it is likely to be a non-involuting congenital hemangioma (NICH), but there is a possibility it is a kaposiform hemangioendothelioma.  I would like to know why it has not been possible to determine which of the two it actually is and why surgical excision will be necessary in the future.	0	0	0	1	0	1	0	0	0	0	0	0	0
489	My son was born with clefts in both of his feet.  Is there any surgical solution to his condition?	0	0	0	0	0	1	0	0	0	0	0	0	0
490	My son was born with cutis aplasia congenita.  He had two midline spots on his scalp, one spot was 11mm in diameter and the other spot was 13 mm. They have finally healed now and it took about 2 months. I was wondering if there is any research out there for a cause or if it is known what causes it.  I have taken him to four different doctors who have never seen it before and don't have a lot of information on it. He did have genetic testing done at birth which all came back normal.	0	1	0	0	0	0	0	0	0	0	0	0	0
491	My son was diagnosed with a laryngeal cleft 4 months ago and I can't find much information about this condition. Everything I read is from a medical journal. I'm just looking for more information about laryngeal cleft.	0	0	0	0	1	0	0	0	0	0	0	0	0
492	My son was diagnosed with alpha-thalassemia x-linked intellectual disability syndrome. The questions I have relate to other members of the family. I have a sister who has children. I understand that if my sister has the mutation, there is a chance that she passed it to her daughter, who would then be a carrier. But the literature I have read isn't completely clear regarding boys.  If my sister carries the mutation, could she have passed it to her son and could her son be an unaffected carrier of the mutation?	0	0	0	0	0	0	0	0	0	0	1	0	0
493	My son was diagnosed with Beckwidth Weidemann syndrome. I would like to know if hemihypertrophy always happens? If not, what percentage of patients does it affect? What urological symptoms are associated with Beckwidth Weidemann syndrome? Does having urinary obstruction increase a person with this syndrome's risk for developing Wilms' tumor?  What is the risk for Wilms tumor and what kind of surveillance is needed?	0	0	1	0	0	1	1	1	0	0	1	0	0
494	My son was diagnosed with cheilitis glandularis. Is this curable, or are the symptoms curable? How close is this to angular cheilitis? Is there any other condition that this could be mistaken for?	0	0	0	1	1	1	0	0	0	0	0	0	0
495	My son was diagnosed with isobutyryl-CoA dehydrogenase deficiency (IBD deficiency) at birth. He is 7 months old and very healthy with no signs or symptoms. He is being followed by a specialist, gets regular blood tests, and follows a special diet. Will this condition be with him for the rest of his life? Is there anything that we can do for him?	0	0	0	0	0	1	0	0	0	1	0	0	0
496	My son was diagnosed with neonatal diabetes mellitus. He is 15 days old and we are not sure if this is permanent or transient. I want to know what the lifespan is of babies with this illness. Also how can we find out if this diabetes is transient or permanent?	0	0	0	0	1	0	0	0	0	1	0	0	0
497	My son was diagnosed with NF1. At birth, doctors noticed his neck was shorter and his eyes and ears where tilted a bit. They ran some test and discovered that he is missing the whole gene instead of it just being mutated. His genetic doctor said he's never really seen this before and can't really tell me much about how it's going to affect my son. I was just wondering if you had any information on this gene being completely missing.	0	0	0	0	1	0	0	0	0	0	0	0	0
498	My son was diagnosed with Opitz G/BBB syndrome and I was wondering if you can provide any information about this syndrome. I would like to have a full understanding of my son and his condition.	0	0	0	0	1	0	0	0	0	0	0	0	0
499	My son was diagnosed with osteogenesis imperfecta type 6 and I would like to know more information about this condition.	0	0	0	0	1	0	0	0	0	0	0	0	0
500	My son was diagnosed with pyruvate kinase deficiency when he was a baby. My husband and I were tested and are negative for being carriers. Could you tell me what else could cause pyruvate kinase deficiency?	0	1	0	0	0	0	0	0	0	0	0	0	0
501	My son was diagnosed with this last year. He has had multiple vaccinations. What are the actual numbers of how many Americans have this? Is there any work being done on finding a cure? Are there any ongoing studies? I know a little girl who has the same thing and she has had problems with her urinary tract but my son only had problems with his ears, nose and throat. Are these differences common? Any information would be greatly appreciated. Its very frustrating having so many questions and not many answers.	0	0	0	0	1	1	0	1	0	0	1	0	0
502	My son was recently diagnosed with Horner syndrome. Is it possible that he got this after having his neck and back aligned by a chiropractor? Also as a parent is there anything I should be concerned about? Do you recommend any restrictions to his playing high school sports?	0	1	0	0	0	0	0	1	0	1	0	0	0
503	My son was recently diagnosed with hyper IgM syndrome. What information can you provide about this condition?	0	0	0	0	1	0	0	0	0	0	0	0	0
504	My son was recently diagnosed with primary hyperoxaluria type 2. Is this something that he can eventually outgrow? Can his liver repair itself and begin producing the missing enzyme? If not, is there any chance of him leading a full life or will he develop end stage renal disease before he has a chance to get old and gray?	0	0	0	0	0	0	0	0	0	1	0	0	0
505	My son, who will be 13 years old in July, has West syndrome.  I would like to find a doctor in my area who specializes in this condition.  Any help would be appreciated.  Thank you.	0	0	0	0	0	0	0	0	1	0	0	0	0
506	My stepdaughter has Turner syndrome. I was wondering if her mother or father carries the gene that causes this disease? Would a blood test from her father indicate if it came from his side of the family?	0	0	0	1	0	0	0	0	0	0	1	0	0
507	My step-daughter was diagnosed with Alexander Disease less than a year ago. She is 2 years old. We were recently told that the disease is spreading to her pituitary gland. What impact will this have on the progression of the disease?	0	0	0	0	0	0	0	0	0	1	0	0	0
508	My teenage daughter has Waardenburg syndrome. Recently she has developed body hair on her chest and upper lip. Her eyebrows are also growing together. Is this due to Waardenburg syndrome?	0	0	0	0	0	0	0	1	0	0	0	0	0
509	My teenage son has been diagnosed with Lubs X-linked mental retardation.  What can you tell me about this condition?	0	0	0	0	1	0	0	0	0	0	0	0	0
510	My toddler daughter has been diagnosed with Langerhans cell histiocytosis. I'd like to learn as much as possible about the condition.	0	0	0	0	1	0	0	0	0	0	0	0	0
511	My two girls have WHIMS and I need to know what kind of treatment they can get. We're willing to travel to seek treatment. Their WBC counts are 100-300. One has warts on her foot and the other has about 100 warts on each hand.	0	0	0	0	0	1	0	0	0	0	0	0	0
512	My two year-old daughter has the symptoms of Cohen syndrome. Could you please provide me with information about how this condition might be treated and what the prognosis is for individuals with it?	0	0	0	0	0	1	0	0	0	1	0	0	0
513	My uncle has had pure red cell aplasia for almost three years. About two years ago the hospital in my home town would not treat him anymore because they thought it was impossible to cure him. My mother transferred him to a bigger hospital in another city. Now he is taking medications for a very long time but his hemoglobin never goes up. The hospital said there is nothing to do if those medications don't work. My whole family is hopeless again now. Could you please help my uncle? He is only forty years old.	0	0	0	0	1	0	0	0	0	0	0	0	0
514	My uncle, my brother, and one of my brother's sons have testotoxicosis. My son is also affected. I took my son to an endocrinologist and he treated my son with ketoconazole. Treatment was stopped when my son was 11 years old. He continued to grow until the age of 13. Now he is 14 and is 5'7".  We are in the process of going back to the doctor that treated my son to get an x-ray of his hand to see if the growth plates have grown together. Has ketoconazole been proven to work successfully in boys with testotoxicosis?	0	0	0	0	0	1	0	0	0	0	0	0	0
515	My wife and I had a child born with trisomy 17 mosaicism. Since then, we have had two healthy children. What is known about this chromosomal abnormality? I can't seem to find any information that is easy to read or find. When our child was born about 20 years ago, we where told that there had only been 7 live births and none had lived past 4 years of age.	0	0	0	0	1	0	0	0	0	0	0	0	0
516	My wife had a breast reduction to cure gigantomastia. But after a year, the ailment recurred.  What treatment options might be available for her now?	0	0	0	0	0	1	0	0	0	0	0	0	0
517	My wife has been diagnosed with goblet cell carcinoma of the appendix. I am very concerned and can't find much information. Can you help? How can I find a specialist?	0	0	0	0	1	0	0	0	1	0	0	0	0
518	My wife has been diagnosed with MBL deficiency. Can you provide us with information on this condition?	0	0	0	0	1	0	0	0	0	0	0	0	0
519	My wife has Charcot-Marie-Tooth disease type 2C. What is the prognosis for individuals with this condition?	0	0	0	0	0	0	0	0	0	1	0	0	0
520	My wife is showing many symptoms of this disease and is a confirmed carrier. Is it possible that she has it?	0	0	0	1	0	0	0	0	0	0	0	0	0
521	My wife was diagnosed by MRI with probable myxopapillary ependymoma. The specialist is recommending surgery; are there any other treatment options?	0	0	0	0	0	1	0	0	0	0	0	0	0
522	My wife was diagnosed with a cyst on her pineal gland. We have been researching information and have seen both good and bad things. She's had two MRIs and bloodwork done, and the doctors believe it's benign. What else can we do?	0	0	0	0	0	1	0	0	0	0	0	0	0
523	My wife was diagnosed with relapsing polychondritis over 6 years ago. Her ear flares up about 2-3 times a year. In the beginning it went away on its own; now she takes prednisone but only during the flare. Our doctor says the next step would be methotrexate but before that she'd be on daily prednisone. The disease doesn't seem to be progressing and CT and PET scans indicate no other damage. Is there something more we should be doing such as diet supplements or other medications? Are there other things we should be watching for?	0	0	0	0	0	1	0	1	0	0	0	0	0
524	My wife was recently diagnosed with idiopathic pulmonary fibrosis. She is being treated with N-Acetylcysteine, an anti-oxidant supplement.  Is there a newer therapy or treatment for this condition?	0	0	0	0	0	1	0	0	0	0	0	0	0
525	My young daughter has a rare genetic condition called diploid-triploid mosaicism. I am looking for any and all available information about this disorder. It is very rare and therefore it is very hard to find information that is of much use. Anything will help at this point.	0	0	0	0	1	0	0	0	0	0	0	0	0
526	My younger brother was recently diagnosed with hypereosinophilic (HES) syndrome.  I would like to know if this condition has a genetic element.	0	0	0	0	0	0	0	0	0	0	1	0	0
527	My younger son has Johanson Blizzard syndrome. He has arrested growth, hearing loss, some teeth disappearance and pancreatic insufficiency. He was also diagnosed with pure red cell aplasia. How can we help pancreatic insufficiency, which helps with growth? Is there any help for hearing impairment?	0	0	0	0	0	1	0	0	0	0	0	0	0
528	Once an individual with pars planitis loses vision, can they get it back?  And what are the different surgeries that can treat pars planitis?	0	0	0	0	0	1	0	0	0	1	0	0	0
529	Once someone has this condition, is there anything that can be done to correct the problems caused by the genetic mutation?	0	0	0	0	0	1	0	0	0	0	0	0	0
530	One of my infant twins has been diagnosed with citrullinemia. Her ammonia level was very high. Do children with this condition recover from the high levels of ammonia? How is this condition treated?	0	0	0	0	0	1	0	0	0	1	0	0	0
531	One of my relatives was diagnosed with acute disseminated encephalomyelitis in 1997. Due to poor medical care, he has not received consistent treatment and his health has deteriorated over the years. He is now completely paralyzed. Is it too late for treatment to be effective? What is the prognosis for an individual who has not been treated promptly?	0	0	0	0	0	1	0	0	0	1	0	0	0
532	Our 34-year-old son was diagnosed with congenital bilateral absence of the vas deferens (CBAVD) resulting from the CFTR mutation. We also have another 31-year-old son and are concerned that he might be affected as well. Is either myself or my husband a carrier? Should we seek medical advice regarding these possibilities?	0	0	0	1	0	0	0	0	1	0	0	0	0
533	Our 7 year old is having bulbar symptoms. Can you provide us with information about Fazio Londe syndrome?	0	0	0	0	1	0	0	0	0	0	0	0	0
534	Our daughter-in-law has Castleman's and our granddaughter is now hospitalized with symptoms that are consistent with what we have read about Castleman's. I am asking if it is a hereditary disease.	0	0	0	0	0	0	0	0	0	0	1	0	0
535	Our daughter was recently diagnosed with mosaic trisomy 2.  Since birth she has always had an undiagnosed syndrome.  We felt relieved that we finally knew what she was born with but we have not been able to find any information about it. What can you provide us?	0	0	0	0	1	0	0	0	0	0	0	0	0
536	Our first born child had jejunal artresia. What are the chances of any further children we may have suffering from the same condition?	0	0	0	0	0	0	0	0	0	0	1	0	0
537	Our grandson was diagnosed recently with this disease and I am wondering if you could send me information on it. As his grandmother, I would like to know what are the health risks down the road for him and how we can help him live with this disease.	0	0	1	0	1	1	0	0	0	0	0	0	0
538	Our son has had surgery and a tumor was found on the right colon. It was removed and first thought to be a gastrointestinal stromal tumor (GIST), but because of CD117 and CD34 testing we were told it was leiomyosarcoma. We have been to 2 oncologists, one says chemo and the other says chemo is not effective for this type. We are totally confused.	0	0	0	0	0	0	0	0	0	0	0	1	0
539	Please could you send me any information you have on Filippi syndrome or let me know where I can obtain information on it? Are there any support groups for people with this condition?	0	0	0	0	1	0	0	0	1	0	0	0	0
540	Please help me understand fetal and neonatal alloimmune thrombocytopenia and what might happen in future pregnancies.	0	0	0	0	1	0	0	0	0	1	0	0	0
541	Please provide information about deafness, progressive with stapes fixation (Thies Reis syndrome), including symptoms, causes, treatment and prognosis.	0	1	0	0	1	1	1	0	0	1	0	0	0
542	Please provide me with information and supportive resources for HERNS. I have loved ones with this condition and need help finding information and support.	0	0	0	0	1	0	0	0	1	0	0	0	0
543	Please send me any information regarding treatment and/or clinical trials for this rare disease.	0	0	0	0	1	1	0	0	0	0	0	0	0
544	Please send me any information you have regarding lipodermatosclerosis. The physicians in my area do not know how to treat my condition. The pain is getting unbearable at times and I am looking for any kind of treatments that may help my condition.	0	0	0	0	1	1	0	0	0	0	0	0	0
545	Please send me information on Von Hippel Lindau disease. I have high blood pressure, severe headaches, dizziness, and quick to anger.  After reading information on the Internet, I believe my symptoms might be explainded by VHL disease.	0	0	0	0	1	0	0	0	0	0	0	0	0
546	Please send us literature regarding SHORT syndrome. I am writing on behalf of a neighbor whose three children might have the syndrome. They are undergoing tests right now. She is at a loss and having a hard time coping.	0	0	0	0	1	0	0	0	0	0	0	0	0
547	Please tell me something about this. Is it life threatening? My nephew has been diagnosed with this. He works in a nursing home. Had 2 ear infections, pus in his eyes, a cough, orange urine, and fatigue.	0	0	0	0	1	0	0	0	0	1	0	0	0
548	Please tell me what you know about Marchiafava Bignami disease. I was diagnosed with this disease after presenting not with alcoholism, but with malnutrition (thiamine deficiency), dementia and memory loss. Where can I find information and answers regarding this disease and its occurrence with a similar presentation?	0	0	0	0	1	0	0	0	0	0	0	0	0
549	Several members of my husband's family are carriers of Duchenne and Becker muscular dystrophy. My husband does not have the disease. What are the chances of passing on this condition to any children we may have?	0	0	0	0	0	0	0	0	0	0	1	0	0
550	Since my daughter passed from HEM, I have checked the leading publications for news of Greenburg's dysplasia. I am both happy and perplexed at the lack of mention. Are there truly only a handful of cases? Has this horrible condition not captured the eye of the research community? I was told that my daughter's death (after three weeks in the NICU) was due to this extraordinary mutation, and that her survival (although short) was beyond expectation. I am desperately looking for more information. Both my husband and I are carriers for the mutation and have many siblings. Our siblings have concerns over the prevalence of this mutation. I am not a medical professional. I would appreciate any response in "layman's terms" please.	0	0	0	0	1	0	0	0	0	0	1	0	0
551	Since Usher syndrome is a ciliopathy, will my daughter who has it exhibit symptoms of other ciliopathies?  She has many chronic health problems including irregular menstrual cycles, migraine headaches, and obesity.	0	0	0	0	0	0	1	0	0	0	0	0	0
552	The child of a good friend has been diagnosed with glutaric acidemia type II. Can this condition be cured at present? If not, what kind of measures should we take to keep the child in good health?	0	0	0	0	0	1	0	0	0	0	0	0	0
553	The doctor told me I have SIADH or syndrome of inappropriate antidiuretic hormone. I would like to know more about it.	0	0	0	0	1	0	0	0	0	0	0	0	0
554	The father of my children has been diagnosed with Fahr's disease.  I am concerned for him and my children.  I would like to learn more about this condition and how we might be able to help him.	0	0	0	0	1	1	0	0	0	0	0	0	0
555	The father of my children lost his life after a short battle with colon cancer. Several members of his family had various other types of cancer. I would like to help my children prevent the development of cancer. What are the symptoms of familial adenomatoous polyposis (FAP)? What steps can we take to be better prepared for this disease? Who can help us with this endeavor?	0	0	0	0	0	1	1	0	1	0	0	0	0
556	The information I have read said that most infections occur in younger people. I have not had any major problems until now at 56 years of age. Should I be under a doctors care regularly? Am I a candidate for disability?	0	0	0	0	0	1	0	0	0	0	0	1	0
557	There is a history of Pelizaeus-Merzbacher disease in my family. I would like to learn more about this condition, including it's causes, symptoms, treatment and prognosis.	0	1	0	0	1	1	1	0	0	1	0	0	0
558	There is limited information and resources on myelomeningocele where we live. I am concerned that my daughter isn't receiving the appropriate care. How is this condition usually treated?	0	0	0	0	0	1	0	0	0	0	0	0	0
559	There seems to be limited material available pertaining to FACES syndrome.  Could you please provide me some information? Thank you.	0	0	0	0	1	0	0	0	0	0	0	0	0
560	The woman I would like to marry has a family history of Parkinson disease. How is this condition inherited? How is it diagnosed? Is genetic testing available?	0	0	0	1	0	0	0	0	0	0	1	0	0
561	They have diagnosed my niece with Salla disease. I understand that this is a very rare disease and that its main origin is Finland. Can you please let me know the life expectancy and quality of life we can expect? My niece is 7 years old. It has taken them 6 years to finally come up with this diagnosis.	0	0	0	0	0	0	0	0	0	1	0	0	0
562	Three of my children have been diagnosed with Weill-Marchesani syndrome. Can you please provide me with information about this rare disease?	0	0	0	0	1	0	0	0	0	0	0	0	0
563	Three siblings were admitted to the hospital because of cirrhosis, mental retardation, and retinal malformations.  Do these individuals have COACH syndrome?	0	0	0	1	0	0	0	0	0	0	0	0	0
564	Three years ago, I was diagnosed with "Clivus of Chordoma."  Since then, I have had four surgeries to remove as much of the tumor as possible, and I also went through a rigorous radiation therapy treatment program to shrink what was left of the tumor after the surgeries.  I would like any information you might have on this type of tumor.	0	0	0	0	1	0	0	0	0	0	0	0	0
565	Two members of my immediate family died at birth as a result of arthrogryposis. Is this condition inherited? Can I have genetic testing done to determine my risk to have children with this condition?	0	0	0	1	0	0	0	0	0	0	1	0	0
566	Two questions if I may: Is there any know medications or treatment that can be used for this condition? What can the life expectancy be?	0	0	0	0	0	1	0	0	0	1	0	0	0
567	Two years ago I was diagnosed with X-linked myopathy with excessive autophagy. My concern is ensuring that this disease is not going to effect my heart or lungs. There is also no information on how to deal with this disease. I have always been active in sports and weight lifting all my life. Going up stairs and getting out of chairs continues to be more difficult. I read articles about what the problems will be - but I read nothing as to what I can do to make my life and pain more manageable. Has anyone with this condition ever had heart issues?	0	0	0	0	0	0	0	1	0	0	0	0	0
568	Unknowingly I contracted histoplasmosis related fibrosing mediastinitis in my youth. The calcium scarring has asymptomatically over-grown my superior vena cava completely occluding it. Can I become re-infected by another encounter with H. capsulatum fungus? Are my prodigy at higher risk of contracting fibrosing mediastinitis? Is there a genetic component?	0	0	0	0	0	0	0	0	0	0	1	0	0
569	We found out my cousin has metachromatic leukodystrophy about 8 months ago. He has the adult form. He was having some problems about a year before we found out. I was wondering how long he might have to live and how bad the disease will get over time.	0	0	0	0	0	0	0	0	0	1	0	0	0
570	We have a 2-year-old son who was diagnosed with Angelman syndrome. He has a deletion of the mother's part on chromosome 15. What are the chances of this syndrome occurring in our next baby? We have another 6-year-old son who is normal.	0	0	0	0	0	0	0	0	0	0	1	0	0
571	We have been told that my newborn grandson has been classified as a carrier for cystic fibrosis.  I know that if both parents have the defective gene, the child has a 25 percent chance of actually getting CF, and a 50 percent chance of being a carrier.  My question is, can the child be a carrier if only one parent has the defective gene?  Thank you.	0	0	0	0	0	0	0	0	0	0	1	0	0
572	We have just been told that our 2.5 year old grandson has Klinefelter syndrome.  We know very little about this condition and how it will affect him and his family in the future.  Where can we find additional information?  How can we find a health professional to discuss this in more detail?	0	0	0	0	1	0	0	0	1	0	0	0	0
573	We have two children with Sjogren-Larsson syndrome. Is there treatment?	0	0	0	0	0	1	0	0	0	0	0	0	0
574	We just found out that our grandson has 48,XXYY syndrome. We have an appointment with genetic doctors in a couple of weeks.  I was wondering if you could give us some information on what to expect and the prognosis for this and what we have to look forward to with him.	0	0	0	0	0	0	0	0	0	1	0	0	0
575	We recently lost a colleague to Familial Mediterranean Fever. Are his siblings at risk to have inherited this condition? Is genetic testing available to individuals at risk?	0	0	0	1	0	0	0	0	0	0	1	0	0
576	We work in Social Services and have recently had a child diagnosed with MOMO syndrome. Do you know if this is a life-limiting condition and if so, how?	0	0	0	0	0	0	0	0	0	1	0	0	0
577	What about siblings of people with Bardet-Biedl syndrome?	0	0	0	0	0	0	0	0	0	0	0	1	0
578	What are other issues that might come up as our son grows up with Leber congenital amaurosis?	0	0	0	0	0	0	0	0	0	1	0	0	0
579	What are risk factors for AL amyloidosis?	0	0	1	0	0	0	0	0	0	0	0	0	0
580	What are some of the signs or symptoms associated with trisomy 18p? What are some of the behavioural characteristics of this syndrome if any? What are some treatment options for an adolescent with this syndrome, ASD (autism spectrum disorder), and no intellectual disability displaying challenging behaviours?	0	0	0	0	0	1	1	0	0	0	0	0	0
581	What are the chances of having alpha 1-antitrypsin deficiency and panniculitis?	0	0	0	0	0	0	0	0	0	0	1	0	0
582	What are the chances of having a normal baby after having a baby diagnosed with Fryns syndrome?	0	0	0	0	0	0	0	0	0	0	1	0	0
