	id	qid1	qid2	question1	question2	is_duplicate
7677	1592	1592	1592	Could this compression fracture of T12 (twelfth thoracic vertebra) be caused by cancer or what could be the cause?  (Prostate cancer or Pagets or what)?	Could this T12 (twelfth thoracic vertebra) compression fracture be caused by cancer or what could be the cause?	1
7678	6736	6736	6736	Is it really true that treating streptococcal sore throat with antibiotics does not make the symptoms go away any quicker?	Does treating streptococcal sore throat shorten the course?	1
7679	7996	7996	7996	How does mother's herpes simplex virus affect care of infant?	How does mother's herpes simplex virus affect care of infant?	1
7680	5492	5492	5492	How would you counsel (genetic counselling) someone with beta thalassemia minor (trait)?	How should I treat polymenorrhea in a 14-year-old girl?	0
7681	7460	7460	7460	"""What does anagen mean?  I haven't heard that word."""	What does anagen mean?	1
7682	3617	3617	3617	If someone is taking lovastatin and they get sore muscles but have a normal CPK (creatine phosphokinase), do you still need to worry about myositis from lovastatin?	If someone gets sore muscles on lovastatin but creatine phosphokinase is normal, do you still worry about myositis?	1
7683	2822	2822	2822	How do you know when someone with heart failure should not receive digitalis because of diastolic dysfunction?	What is the maximum dose of digoxin? (patient seen in emergency room, had digoxin level less than 0.03)	0
7684	6680	6680	6680	Is there any difference among different types of estrogen in terms of adverse effects and benefits, such as vaginal atrophy, mood, and breast tenderness?	Is there any difference among estrogens in terms of adverse effects?	1
7685	5987	5987	5987	25-year-old woman in for a physical exam.  Her mother and grandmother both have breast cancer.  She asked me when her first screen should be.   The question is when should you start doing mammograms in this situation.	What is the maximum dose of digoxin? (patient seen in emergency room, had digoxin level less than 0.03)	0
7686	7028	7028	7028	Is it legal to send prescriptions to Canada?	How should I treat polymenorrhea in a 14-year-old girl?	0
7687	3816	3816	3816	What is the sensitivity of the prostate specific antigen?	Should we do a head CT (computerized tomography) with contrast tomorrow (Saturday) or MRI (magnetic resonance imaging) Monday?	0
7688	3296	3296	3296	How do you write a prescription for cromolyn ophthalmic drops?	How should I treat polymenorrhea in a 14-year-old girl?	0
7689	8156	8156	8156	Is this small lesion a case of nummular eczema?	Is this a case of nummular eczema?	1
7690	5012	5012	5012	How do you listen for a renal artery bruit (what technique)?	What is a good steroid eye drop?	0
7691	3058	3058	3058	How do you diagnose gonorrhea pharyngitis?	What is the other drug besides Famvir and acyclovir for Herpes Zoster?	0
7692	1038	1038	1038	Does Benadryl come in a 50-milligram tablet?	Does Benadryl come in a 50-milligram tablet?	1
7693	6040	6040	6040	18-year-old female was vaccinated for chickenpox four years ago and again one month ago.  She got a pruritic vesicular rash.  How common is it to get chickenpox after the vaccine?	How common is chickenpox after the vaccine?	1
7694	989	989	989	"The patient's appointment was for ""back hurt"" but also has a history of chest pain, angina, diabetes, hypertension, coronary heart disease.  Question is how much do I have to workup today?  He has a nagging concern about this with this type of patient."	Can I use low molecular weight heparin in pregnancy (patient with deep vein thrombosis last pregnancy)?	0
7695	2772	2772	2772	How do you treat hypermagnesemia?	How do you treat hypermagnesemia?	1
7696	1469	1469	1469	Is her injury a rotator cuff injury?	Is her injury a rotator cuff injury?	1
7697	405	405	405	New onset, unexpected thrombocytopenia -- What to do with it?  Blood went to reference lab.  I wonder if sitting in the tube in the courier's car would do that.	How do you inject the bicipital tendon?	0
7698	930	930	930	Do I have to retreat this ear?  Seen for otitis media 10 - 12 days ago, now returns for cough and sniffles but not really acute otitis.  We all overtreat.	Do I have to retreat this ear?  Seen for otitis media 10 - 12 days ago.	1
7699	1389	1389	1389	Should a history of strokes be a contraindication for hormone replacement therapy or an indication?	Is a history of strokes a contraindication to hormone replacement therapy or an indication?	1
7700	6690	6690	6690	"""One other question I had today -- differential diagnosis of false positive RPR (rapid plasma reagin)."""	What is the differential diagnosis of a positive RPR (rapid plasma reagin)?	1
7701	4769	4769	4769	What is the antibiotic of choice for otitis media?	50-year-old man with Paget's disease.  Should I treat medically?	0
7702	2181	2181	2181	Can you tell the difference between wet rales and dry rales on physical examination?	Can you tell the difference between wet rales and dry rales on examination?	1
7703	744	744	744	How old can you see mycoplasma as a common respiratory pathogen?  Am I thinking appropriately when I say she might have mycoplasma?	How old can you see mycoplasma as a common respiratory pathogen?	1
7704	4599	4599	4599	At what dose of Premarin cream or other estrogen cream would you need to also give Provera (progesterone) to protect against endometrial hyperplasia?	At what dose of Premarin cream would you need to give Provera to protect against endometrial hyperplasia?	1
7705	4781	4781	4781	How do you know if ST segment elevation is real (that is, injury) or just J-point elevation?	How do you use Redux?  What are the indications?	0
7706	2085	2085	2085	What is the differential diagnosis of otalgia in someone with a normal ear exam?	Young man with recurrent peptic ulcer disease; do vagotomy?  Will health maintenance organization pay?	0
7707	2262	2262	2262	Of what value is it to know the A-a gradient (alveolar-arterial difference) on blood gases?  How is it used clinically?	What is the dose of Famvir?	0
7708	4232	4232	4232	What is Charcot Marie Tooth Disease?	What is Charcot Marie Tooth Disease?	1
7709	8471	8471	8471	What concentration of sodium chloride does a tablet contain?	What concentration of sodium chloride does a tablet contain?	1
7710	5936	5936	5936	A perpetual question.  What to do with obesity?	How do you treat obesity?	1
7711	3116	3116	3116	By what mechanism do angiotensin-converting enzyme (ACE) inhibitors cause renal failure in someone with renal artery stenosis?  Does it matter if unilateral or bilateral stenosis?	What organisms can cause pelvic inflammatory disease if you don't think it's sexually transmitted?	0
7712	4575	4575	4575	What are the causes of a dry mouth (xerostomia) in an adult?	50-year-old man with Paget's disease.  Should I treat medically?	0
7713	5715	5715	5715	11-year-old girl with asthma.  I want to wean her off the Serevent (she's using too much) and start her on a steroid inhaler, but I want to use the steroid that's in Advair in case I have to use both a steroid and Serevent (that is, add back the Serevent).  So the question is, what is the steroid that's in Advair.	What is the steroid that's in Advair?	1
7714	186	186	186	Is it really safe to use Paxil during the first trimester of pregnancy.  I think it is but I want to confirm that it is.	Is it safe to use Paxil during the first trimester of pregnancy?	1
7715	3810	3810	3810	What should you do if the Duffy antibody is positive in an obstetric patient?	What should you do if the Duffy antibody is positive in an obstetric patient?	1
7716	4856	4856	4856	How do you know when you should induce someone with pregnancy induced hypertension (PIH) without preeclampsia?	How do you know when you should induce someone with pregnancy induced hypertension?	1
7717	8022	8022	8022	Do we need to do a work-up on this patient with a pacemaker who is having severe chest pains?	Do we need to do a work-up on this patient who is having severe chest pains?	1
7718	5220	5220	5220	What are the options for ruling out renal artery stenosis in a patient with refractory hypertension?	What are the options for ruling out renal artery stenosis?	1
7719	522	522	522	18-year-old male with hematuria.  The question was how to interpret the antistreptolysin O (ASO) titer results.  He was worried about acute glomerulonephritis in this patient.  The antistreptolysin O titer on this patient was elevated.	18-year-old male, hematuria. How do I interpret this elevated antistreptolysin O (ASO) titer?	1
7720	6684	6684	6684	48-year-old woman with amyotrophic lateral sclerosis and thick sputum.  I got her a suction device but I just wanted to know if any of the anticholinergic drugs, such as benztropine, would help with her oral secretions.	Would anticholinergics help a patient with amyotrophic lateral sclerosis and excess secretions?	1
7721	3919	3919	3919	What did the article in JAMA (Williams) say about diagnosis of sinusitis and the value of pain and tenderness in the maxillary sinuses?	What did the article in JAMA (Williams) say about pain and tenderness in the maxillary sinuses in diagnosing sinusitis?	1
7722	7107	7107	7107	17-year-old girl with institutional colon.  The question is how to treat her.	Is this rash shingles or staphylococcal impetigo?	0
7723	2387	2387	2387	What should you do about hyperplastic polyps?	How should I treat polymenorrhea in a 14-year-old girl?	0
7724	8139	8139	8139	What are the presenting symptoms of Behcet's disease?	What are the presenting symptoms of Behcet's disease?	1
7725	4552	4552	4552	What crystal causes pseudogout?  Is meniscal calcification pathognomic of pseudogout?	What crystal causes pseudogout?	1
7726	8473	8473	8473	What is the dose of theophylline?	How should I treat polymenorrhea in a 14-year-old girl?	0
7727	5291	5291	5291	How do you treat someone with institutional colon (megacolon filled with air)?	"How do you treat someone with ""institutional colon""?"	1
7728	1259	1259	1259	What is causing her dysuria (urinalysis negative)?	What is causing her dysuria (urinalysis negative)?	1
7729	3932	3932	3932	What is the best time to draw anticonvulsant serum levels?	What is the maximum dose of digoxin? (patient seen in emergency room, had digoxin level less than 0.03)	0
7730	7774	7774	7774	What are the alkaline phosphatase serum levels for different ages?	What are the alkaline phosphatase serum levels for different ages?	1
7731	5254	5254	5254	Are there any guidelines for when to order a head computerized tomography (CT) in a patient with a head injury?	Let's give these immunizations.  That's right isn't it?	0
7732	5843	5843	5843	"""Is there a familial high thyroid-stimulating hormone syndrome where the thyroxine and triiodothyronine are normal?"""	Is there a familial high thyroid stimulating hormone syndrome in newborns where the thyroxine and triiodothyronine are normal?	1
7733	543	543	543	What is Uristat (it's over the counter)?  Is it the same thing as pyridium?	What is Uristat (it's over the counter)? Is it the same thing as pyridium?	1
7734	5560	5560	5560	How do you switch someone from the oral contraceptive pill to Depo-Provera?	How do you switch someone from the oral contraceptive to Depo-Provera?	1
7735	1863	1863	1863	What anti-inflammatory can I give this patient?  She can't swallow pills.  She needs to crush and dissolve it and put milk on it.  Can I use Naprosyn EC (enteric coated)?	What anti-inflammatory drug can I give this patient? She can't swallow pills.	1
7736	4149	4149	4149	How are standard errors, standard deviations, and variances related to each other?	How do you inject the bicipital tendon?	0
7737	6319	6319	6319	"22-year-old first prenatal exam.  There is a question on the form, ""have you ever been tested for sickle cell trait?""  But what if they haven't been tested?  Is it a screening test that's recommended in pregnancy?"	Should a prenatal African American woman be tested for sickle cell?	1
7738	7753	7753	7753	How do I use terbutaline nebulizers for asthma?	What antibiotic should I use for this diabetic patient's infected foot ulcer?	0
7739	3900	3900	3900	When treating someone with polymyalgia rheumatica, do you follow the erythrocyte sedimentation rate (ESR) or the symptoms?	What are the indications for getting a digoxin level?	0
7740	4091	4091	4091	How do you do a Tzanck prep and how do you interpret it?	How do you do a Tzanck prep and how do you interpret it?	1
7741	7832	7832	7832	What is the significance of the Lachmann test?	What organisms can cause pelvic inflammatory disease if you don't think it's sexually transmitted?	0
7742	2635	2635	2635	"What does it mean to have ""shoulders"" on a variable deceleration?"	"What does it mean to have ""shoulders"" on a variable deceleration?"	1
7743	8394	8394	8394	What is the dose of acyclovir (for chicken pox)?	How should I treat polymenorrhea in a 14-year-old girl?	0
7744	720	720	720	14-year-old male with influenza.  What is the dose of amantadine?	14-year-old male with influenza. What is the dose of amantadine?	1
7745	5481	5481	5481	What antibiotics can you use for prophylaxis of recurrent urinary tract infection (UTI) in someone who is allergic to sulfa?	What antibiotics can you use for prophylaxis of recurrent urinary tract infection with sulfa allergy?	1
7746	3131	3131	3131	What are the implications of Cortisporin otic suspension versus solution when prescribing for otitis externa with perforation?	What are the implications of Cortisporin otic suspension versus solution for otitis externa with perforation?	1
7747	3888	3888	3888	What is Rovsing's sign?	What is Rovsing's sign?	1
7748	1853	1853	1853	Child has pectus carinatum.  Radiologist told Dr. X sometimes there are associated congenital heart problems.  Dr. X wants to study up on this.  Does the patient have these associated problems?	Child, pectus carinatum. Does patient have associated congenital heart disease?	1
7749	8048	8048	8048	What are the transfusion guidelines?	What are the transfusion guidelines?	1
7750	5414	5414	5414	Do koilocytes on Papanicolaou smear or endocervical curettage (ECC) or colposcopy biopsy always come from human papilloma virus (HPV)?	Should I wait until baby certain age before I do renal ultrasound for single umbilical artery?	0
7751	1559	1559	1559	When should the chicken pox vaccine be given (what age)?	When should the chicken pox vaccine be given (what age)?	1
7752	8165	8165	8165	How do I find a journal article about failure to thrive?	Let's give these immunizations.  That's right isn't it?	0
7753	372	372	372	What is the normal flora of a hamster's mouth?	What is the normal flora of a hamster's mouth?	1
7754	5711	5711	5711	I have a 30-year-old woman with Type 1 diabetes and when we started her on Lipitor, her sugars went up into the 300's.  She asked me if Lipitor could cause this and I didn't know, so looked it up in a reference.	Can Lipitor cause the blood sugar?	1
7755	302	302	302	This is a little old lady with diverticulitis and diarrhea, acutely ill.  She had hirsutism as a teenager and they irradiated her adrenals.  Do I need to cover her with steroids?	At what ages should you do a Denver Developmental Screening Test?	0
7756	5952	5952	5952	A woman with a pulmonary embolus status post pelvic surgery.  She was started on heparin and then Coumadin and had a postoperative hemorrhage at her surgical site so she had an inferior vena cava filter placed and the heparin was stopped.  Now she is 6 months post surgery and the question is whether she should be on anticoagulants in addition to having the filter.	Should this woman be anticoagulated?	1
7757	5755	5755	5755	15-month-old well child exam but he has eczema not responding to hydrocortisone cream and moisturizing cream.  If hydrocortisone cream doesn't work, what do I go to next?  When do you go to tacrolimus cream?	What are the indications for tacrolimus cream?	1
7758	4843	4843	4843	How do normal values for PO2 (on arterial blood gases) change with aging?	How do you inject the bicipital tendon?	0
7759	6516	6516	6516	How strong is the evidence for giving prednisone for Bells Palsy?	How do you use Redux?  What are the indications?	0
7760	3128	3128	3128	Is Famvir (famciclovir) better than acyclovir for Herpes zoster?	Let's give these immunizations.  That's right isn't it?	0
7761	6281	6281	6281	One-year-old boy.  What immunizations does he need?	Patient with transient ischemic attacks; I'm always uncomfortable with how quickly to pursue a workup.	0
7762	1879	1879	1879	Complains of  fever 101, burns on inside or ears and throat, ears normal, throat red.  What is it?  I'm going to look up infectious mononucleosis symptoms.	Fever 101, burns inside ears, throat, ears normal, throat red.  What is it?	1
7763	485	485	485	What is the drug Zyprexa?  The patient brought it in with him and said his psychiatrist had put him on it (not in a prescription bottle, but a sample drug bottle).	What is Zyprexa? Patient brought it in, psychiatrist put him on it.	1
7764	617	617	617	Should I charge her child for an office visit (not scheduled just brought her in as an add on)?	Can I use low molecular weight heparin in pregnancy (patient with deep vein thrombosis last pregnancy)?	0
7765	4078	4078	4078	Can alcoholic hepatitis cause a fever?	Can alcoholic hepatitis cause a fever?	1
7766	6353	6353	6353	Barotrauma -- how does it present in the ears?  Forty-year old man who went scuba diving.	How soon should you ambulate a patient with a deep vein thrombosis?	0
7767	3611	3611	3611	What kind of skin lesions can Coumadin (warfarin) cause?	What kind of skin lesions can warfarin cause?	1
7768	1176	1176	1176	Phone call.  This female child put her fingers in her mouth after holding an Iguana.  Is she going to get anything from this?  Mother wants to know.	Phone. Child put fingers in mouth after holding an iguana. Going to get anything?	1
7769	924	924	924	What is this rash (tiny papules on face of 2 1/2-year-old)?	What is this rash? Tiny papules on face of 2 1/2-year-old.	1
7770	2327	2327	2327	What was the reference to that article on unexplained crying in infancy?	What was the reference to that article on unexplained crying in infancy?	1
7771	4735	4735	4735	Is donepezil (Aricept) worth anything in Alzheimer's disease?	Chronic abdominal pain, don't know what to do for it. What is the cause?	0
7772	3100	3100	3100	Does Tetramune have acellular or regular pertussis vaccine?  What is the current pediatric schedule?	Does Tetramune have acellular or regular pertussis vaccine?	1
7773	4558	4558	4558	What is a normal amnionic fluid index (AFI)?	What is a normal amnionic fluid index?	1
7774	5215	5215	5215	Should everyone over age 50 take prophylactic aspirin regardless of whether they have risk factors for coronary artery disease?	Should everyone over age 50 take prophylactic aspirin?	1
7775	1251	1251	1251	She needs an antihistamine-decongestant.  I'd like to give her a nonsedating antihistamine but Title XIX says you have to try a cheap sedating one first.  Which one will they pay for?	Why did she get Coccidiomycosis?	0
7776	1057	1057	1057	How do you diagnose reactive hypoglycemia?	How do you diagnose reactive hypoglycemia?	1
7777	602	602	602	His nurse's grandmother called in for a prescription for Novahistine.  What is Novahistine elixir and what is the dose?	What is Novahistine elixir and what is the dose?	1
7778	7921	7921	7921	Are there appropriate accommodations for breast feeding in the workplace?	Are there appropriate accommodations for breast feeding in the workplace?	1
7779	184	184	184	What is the optimal treatment for depression during pregnancy?  (this patient was on Paxil)	What is optimal treatment for depression in pregnancy? (now on Paxil)	1
7780	335	335	335	17-year-old for a Reserve Officers' Training Corps physical.  He has a Grade I to II systolic murmur.  Should he get an echocardiogram?	17-year-old Reserve Officers' Training Corps (ROTC) physical, has Grade I to II systolic murmur. Should he get an echocardiogram?	1
7781	5627	5627	5627	Last week I had a couple of patients with sinusitis whom my partner treated with Avalox and they didn't get better.  I was always told if you overuse fluoroquinolones, you will get resistance.  Our PharmD (Doctor of Pharmacy) in residency always said that.  The drug representative said no, no that's not true and so he said he would send information on it.	Let's give these immunizations.  That's right isn't it?	0
7782	5593	5593	5593	I think below age 60 you're not supposed to treat atrial fibrillation with Coumadin but I'm not sure that's right.	How do you use Redux?  What are the indications?	0
7783	1220	1220	1220	History of dysequilibrium and treated for serous otitis three times, December, January, and now (June).  Has responded to antibiotics each time but he is concerned, with this frequency, if there is a possibility of a neurologic problem (that is, brain tumor, et cetera).  Offered neurology consult.	Dysequilibrium, serous otitis. Is there a neurologic problem (that is, brain tumor)?	1
7784	3520	3520	3520	What is the reference to the symptom score sheet for benign prostatic hyperplasia (BPH)?	What is the reference to the symptom score sheet for benign prostatic hyperplasia?	1
7785	6472	6472	6472	63-year-old woman with a splenectomy years ago.  Does she need the Pneumovax every 5 years?	How do you use Redux?  What are the indications?	0
7786	7415	7415	7415	"Two nights ago I had a newborn with a congenital nevus, 4 millimeter diameter on the forehead.  ""What to do?"""	What is the dose of Neurontin?	0
7787	1801	1801	1801	This patient needs to make life style changes and has the information.  How do you motivate someone to make these changes?  She comes in and cries but doesn't follow through on getting blood tests done, et cetera.	Patient needs to make life style changes and has the information. How do you motivate her?	1
7788	2347	2347	2347	What would cause a red indurated isolated area on the lower leg?  (panniculitis?, Erythema nodosum?)	52-year-old female, sister died of breast cancer at age 34. Should she be on hormone replacement therapy?	0
7789	7653	7653	7653	What are the possible causes of pleural effusion?	Let's give these immunizations.  That's right isn't it?	0
7790	8371	8371	8371	What are the causes of a patient with Streptococcal sore throat who refuses to move his neck?	What are the causes of a patient with Streptococcal sore throat?	1
7791	5306	5306	5306	What is a good way to treat temper outbursts and anxiety in a mentally retarded adult?	Can I use low molecular weight heparin in pregnancy (patient with deep vein thrombosis last pregnancy)?	0
7792	5493	5493	5493	What are guidelines for prophylactic antibiotics in a patient with orthopedic hardware especially regarding flexible sigmoidoscopy?	What are guidelines for prophylactic antibiotics in a patient with orthopedic hardware?	1
7793	1495	1495	1495	How do you screen for homocysteinemia?  Dr. X knows it is a risk factor for heart disease but treatment is probably folic acid which is pennies per day so should you spend the money to screen for it?	How to screen for homocysteinemia? A risk factor for heart disease.	1
7794	7059	7059	7059	We had a baby who's mother broke out with Zoster a couple of days after she was born and the baby had a couple of skin lesions too.  The question was what to do with the baby.	How should you treat a baby whose mother gets Zoster 2 of days after birth?	1
7795	3925	3925	3925	What would cause an edematous ankle with petechiae (purpura) (unilateral)?	What would cause an edematous ankle with petechiae?	1
7796	2209	2209	2209	What was the reference to the American Academy of Pediatrics statement about no capital punishment for child discipline about 10 years ago?	What was the reference to the American Academy of Pediatrics statement about not using capital punishment?	1
7797	5970	5970	5970	Child with croup.  I treated with a single injection of Decadron 0.6 milligrams/kilogram/dose.  But what is the total maximum single dose?	What is the maximum dose of intramuscular dexamethasone?	1
7798	6617	6617	6617	"Phone call from patient on Prempro which she stopped when she heard the news.  But now she has severe hot flashes.  ""What's different about Ortho Pretest compared with Prempro?"""	How is Ortho Pretest different from PremPro?	1
7799	464	464	464	Dr. X received consult report from neurologist at tertiary center X regarding patient's possible tendinitis but letter somewhat unclear so he telephoned this physician for an interpretation.  Does she have tendinitis?	Does she have tendinitis?	1
7800	2672	2672	2672	Is there anything in the literature on elbow fat pad signs?	Is there anything in the literature on elbow fat pad signs?	1
7801	4321	4321	4321	What is a normal white blood count for a baby (for various ages in an infant)?	What is in Ortho Novum 1/35?	0
7802	5733	5733	5733	What is the treatment, if any, for a middle-aged man with inflammatory myopathy (creatinine kinases up to 3000, chronically) without symptoms for many years?	What is the treatment for chronically high creatinine kinases in an asymptomatic adult?	1
7803	7697	7697	7697	Does this child really need a morphine drip?	Does this child really need a morphine drip?	1
7804	977	977	977	What is the appropriate dose of Pediapred for this patient?	Why did they cut out the Coccidiomycosis granuloma rather than treat it medically?	0
7805	2668	2668	2668	Are subtle late decelerations just as bad as deep late decelerations?	Are subtle late decelerations just as bad as deep late decelerations?	1
7806	3293	3293	3293	What is the treatment for alopecia areata?	What is the treatment for alopecia areata?	1
7807	7945	7945	7945	What are the practice parameters for this patient with elevated bilirubin?	Why did they cut out the Coccidiomycosis granuloma rather than treat it medically?	0
7808	7865	7865	7865	This child is early for their scheduled immunization.  Can they still receive it?  Is it safe?	This child is early for their scheduled immunization.  Can they still receive it?	1
7809	7691	7691	7691	Do we need to do a spinal tap to rule out meningitis?	Can I use low molecular weight heparin in pregnancy (patient with deep vein thrombosis last pregnancy)?	0
7810	2919	2919	2919	How can you differentiate a common cold (viral upper respiratory infection) from one of the bacterial complications of a cold?	How can you differentiate a common cold from one of the bacterial complications of a cold?	1
7811	5984	5984	5984	70-year-old man with a twelfth thoracic vertebra compression fracture.  Is he a candidate for vertebroplasty (where they inject something in the vertebral body to increase the height)?	Is vertbroplasty indicated for a compression fracture?	1
7812	172	172	172	A woman with bad acne, status post bilateral tubal ligation is on Accutane.  Dermatologist put her on oral contraceptive too.  Why?	Patient status post bilateral tubal ligation on Accutane for acne.  Dermatologist put her on oral contraceptives too.  Why?	1
7813	6850	6850	6850	If you want to inject the knee with steroid, do you give it medially or laterally?	Why did they cut out the Coccidiomycosis granuloma rather than treat it medically?	0
7814	7755	7755	7755	Should I use subcutaneous epinephrine for this asthmatic 2-year-old with croup?	Has had shingles for 4 days -- Can I still give Zovirax?	0
7815	1769	1769	1769	45-year-old woman with dysfunctional uterine bleeding.  What is the treatment?  I already tried Provera 10 milligrams every day.	45-year-old with dysfunctional uterine bleeding.  What is the treatment?  I already tried Provera 10 milligrams every day.	1
7816	6019	6019	6019	Have you ever dealt with an autistic child who urinates only once a day?  6-year-old.	Can autism cause infrequent urination?	1
7817	580	580	580	Coronary angioplasty and stent placed last week.  Started on Ticlid, looks like she's allergic to it.  She's supposed to be on Ticlid one more week.  Obviously we've got to stop it.  Do they want her on something else or just stop it?	Patient started on Ticlid, now allergic to it. Change to something else or just stop?	1
7818	3984	3984	3984	Do you need to get a pregnancy test before giving the next Depo-Provera injection?	Do you need to get a pregnancy test before giving the next Depo-Provera injection?	1
7819	7582	7582	7582	"Thirty-five-year-old woman.  Two days ago she had some local anesthesia for minor surgery.  Yesterday she had some fullness in her ankles and fingers and she says everything feels stiff.  No arthralgias, just edema.  She has a little lymphopenia so it may be viral but . . . .  ""What would cause this?"""	Is Paxil associated with sleep apnea?	0
7820	6996	6996	6996	35-year-old woman swallowed her tongue piercing.  I called gastroenterology to ask if I should send her home of if they wanted to try to remove it.	How should I treat polymenorrhea in a 14-year-old girl?	0
7821	4543	4543	4543	If you have someone with mild subclinical (chemical) hypothyroidism, should you start with a low dose of Synthroid (for example, 0.05 milligrams) and work up or just go straight to full replacement (0.1 to 0.15 milligrams) assuming a normal heart?	For subclinical hypothyroidism, should you start with a low dose of Synthroid and work up or just go straight to full replacement assuming a normal heart?	1
7822	414	414	414	Where do you find articles on tinnitus?  Dr. X discussed referral but feels probably no one does anything to treat it and there are many people who have it.	Obstetric patient, 39 weeks had a little sore, ? herpes.  How long after she heals is it safe to do a vaginal delivery?	0
7823	4013	4013	4013	Is a magnesium level of 1.7 (normal 1.8 - 2.4) low enough to treat?	Is a magnesium level of 1.7 (normal 1.8 - 2.4) low enough to treat?	1
7824	3929	3929	3929	How important is it to use an eye patch for a corneal abrasion (foreign body)?  What ointment should be used?	How important is it to use an eye patch for a corneal abrasion?	1
7825	3305	3305	3305	Is it okay to use the nicotine patch during pregnancy?	Is it okay to use the nicotine patch during pregnancy?	1
7826	1112	1112	1112	Is it okay to give antibiotics with Phentermine?	Is Serzone okay to give to with a partial gastrectomy; that is, will it be absorbed?	0
7827	5961	5961	5961	"9-year-old boy with self-injurious behaviors.  The question is, ""What would be an appropriate short acting sedative?"""	Boys' father has Marfan's Syndrome. Do these boys need further evaluation?	0
7828	8230	8230	8230	What is the differential diagnosis of a patient with constant wetting and pyelonephritis?	What is the differential diagnosis of a patient with constant wetting?	1
7829	7772	7772	7772	In failure to thrive cases, what is the difference between inadequate height and inadequate weight?	Can I use low molecular weight heparin in pregnancy (patient with deep vein thrombosis last pregnancy)?	0
7830	5663	5663	5663	What strength does amitriptyline come in?  Specifically, does it come in a 50 milligram tablet?	Does amitriptyline come in 50-milligram tablets?	1
7831	3088	3088	3088	Are there any controlled trials on different ear drops for treatment of external otitis?	In this patient with transient ischemic attacks and no murmur, should I do an echocardiogram anyway?	0
7832	8531	8531	8531	What is hemolytic uremic syndrome?	What is hemolytic uremic syndrome?	1
7833	358	358	358	72-year-old female seen last Thursday for swollen lip and side of face, treated with ice and Benadryl and it went away in 24 hours.  Now returns - at noon today swelling recurred with tongue and gums now swollen.  What is causing the swelling?	Can I use low molecular weight heparin in pregnancy (patient with deep vein thrombosis last pregnancy)?	0
7834	2543	2543	2543	Can inhalation of gasoline fumes cause vertigo?	Can inhalation of gasoline fumes cause vertigo?	1
7835	1823	1823	1823	Only symptom is tenderness along lateral neck muscles.  Temp 102 yesterday, none now.  Ears, throat, et cetera normal.  She must be coming down with something but I don't know what she has at this point.	What is the dose of azathioprine (Imuran)?	0
7836	4241	4241	4241	What is the reference to that article that said it was unnecessary to give one day of oral antibiotics before hospital discharge to a patient who had been receiving intravenous (IV) antibiotics for an infectious disease?	What is that article that said it was unnecessary to give oral antibiotics before discharge to a patient who had been receiving intravenous antibiotics?	1
7837	982	982	982	Is this a bacterial or a viral infection?	Is this a bacterial or a viral infection?	1
7838	978	978	978	Her prescription for Tegretol was filled in December, 1995 and she has not used them for a while.  The trigeminal neuralgia has returned.  Are the pills still good?	Prescription for Tegretol filled Dec 1995. Are the pills still good?	1
7839	1192	1192	1192	78-year-old woman with blood pressure 210/110.  She's on Univasc and Toprol XL 100.  She has a history of an angiotensin-converting-enzyme-inhibitor (ACEI) cough and palpitations on Procardia.  Is it still essential hypertension?  My question is:  I can still treat her with medication, but if it doesn't come down right away, when do I think about secondary hypertension?	78-year-old female, blood pressure 210/110. When do I think about secondary hypertension?	1
7840	8040	8040	8040	What is the caffeine dose for spinal headache?	What is the caffeine dose for spinal headache?	1
7841	6138	6138	6138	48-year-old man.  How often is it recommended to check lipids in people being treated for hyperlipidemia?	How do you use Redux?  What are the indications?	0
7842	2937	2937	2937	Can amoxicillin or trimethoprim/sulfamethoxazole cause staining of a child's teeth?	Can amoxicillin or trimethoprim/sulfamethoxazole cause staining of a child's teeth?	1
7843	3979	3979	3979	Can you develop a tolerance to Tylenol (acetaminophen) if you take it chronically for arthritis?	How should I treat polymenorrhea in a 14-year-old girl?	0
7844	3136	3136	3136	Why was Felbatol (felbamate) taken off the market?	Patient with transient ischemic attacks; I'm always uncomfortable with how quickly to pursue a workup.	0
7845	3664	3664	3664	If someone has a peak expiratory flow of 500 and the chart says they should have 600, what percent below 600 is still normal?  Same question for values on full spirometry.	If someone has a peak expiratory flow of 500 and the chart says they should have 600, what percent below 600 is still normal?	1
7846	1996	1996	1996	What is the name of that dimple in the lower back in infants that can be a sign of spina bifida?	What is the name of the dimple in the lower back in infants, sign of spina bifida?	1
7847	2005	2005	2005	Does breast feeding affect diabetic control?  Patient says her sugars are dropping and wonders if it is breast feeding that is influencing this.  Also needing to use her glasses more.	What to do with this patient, biopsy shows carcinoma in situ of the vulva?	0
7848	2337	2337	2337	What medical problems and health maintenance things should you be aware of with someone with Down syndrome both as an adult and as a child?	What medical problems and health maintenance things should you be aware of with Down syndrome?	1
7849	1476	1476	1476	What are recommendations for subacute bacterial endocarditis prophylaxis for hysteroscopy?	Can I use low molecular weight heparin in pregnancy (patient with deep vein thrombosis last pregnancy)?	0
7850	4710	4710	4710	What is the reference to that article that said compazine (prochlorperazine) was effective for migraine?	What is the article that said prochlorperazine was effective for migraine?	1
7851	2091	2091	2091	How should a woman with known diethylstilbestrol exposure be followed?  Iodine?  Colposcopy?	How should I treat polymenorrhea in a 14-year-old girl?	0
